transaction_id;customer_id;transact_date;revenue;discount_amount
1881822;214202;2021-12-19;164;7
7078349;1274392;2023-02-15;138;7
5200287;64362;2024-01-25;146;7
7762044;762482;2021-01-24;342;7
5385040;220830;2022-03-23;284;7
9867882;301082;2021-01-06;521;7
4692719;336783;2021-04-26;437;7
7449147;267992;2020-07-14;338;7
6818260;1480342;2021-07-17;303;7
2339116;276101;2022-09-25;272;7
106382;329416;2023-02-22;384;7
8514388;1892922;2023-02-08;292;7
8619113;267215;2020-02-06;240;7
8452080;476192;2024-07-05;312;7
4203675;244510;2023-09-15;321;7
9126758;1859052;2021-12-13;598;7
4187123;233738;2021-11-05;319;7
3860322;717372;2023-07-06;193;7
4642451;950952;2021-05-20;196;7
5552168;892312;2020-11-04;24;7
8467683;2174932;2023-06-18;231;7
1155466;233738;2020-02-12;76;7
5859354;267992;2020-09-03;309;7
5935317;1604172;2021-04-05;136;7
8626174;2479852;2024-05-14;336;7
3199175;214202;2020-05-25;106;7
6935809;360762;2020-02-10;194;7
2784802;2658322;2024-07-04;241;7
9803684;976932;2021-12-08;172;7
5887728;2565132;2023-04-04;73;7
4354342;256511;2023-09-14;166;7
9913585;2816921;2023-12-25;23;7
2351752;925102;2024-03-06;151;7
2368460;769992;2024-07-09;193;7
8723442;2742101;2023-10-23;741;7
225880;214202;2024-01-03;281;7
6804101;271450;2021-11-11;101;7
3766266;244510;2020-02-27;306;7
9425813;2646992;2024-05-06;215;7
6038028;267992;2020-09-27;243;7
7774138;320753;2021-09-10;138;7
6809738;286963;2021-10-10;343;7
8713312;2878599;2024-07-25;263;7
8242082;267992;2023-02-28;207;7
5427940;2759234;2024-07-09;194;7
3574110;2558502;2023-06-10;224;7
5857784;237958;2019-04-17;343;7
2953659;300411;2021-12-02;248;7
2657262;317833;2021-06-21;565;7
461033;355510;2020-06-07;162;7
1202312;353709;2020-07-09;115;7
131861;340369;2024-06-28;267;7
3269788;64362;2023-02-27;106;7
36498;230462;2022-05-26;135;7
4590029;2053252;2022-11-21;125;7
7690478;2861280;2024-05-30;195;7
8557421;137994;2019-02-05;135;7
8748163;322895;2021-10-25;268;7
5134355;542912;2021-02-21;275;7
2225520;747002;2020-06-07;199;7
3543859;1542142;2024-02-03;249;7
1138690;315167;2019-09-10;208;7
9960302;353709;2019-09-04;106;7
989625;920872;2020-08-11;232;7
1623300;244510;2023-01-26;103;7
5943895;480042;2020-02-15;164;7
8479796;181166;2021-04-09;184;7
1404803;294307;2019-09-10;192;7
5146893;315639;2019-10-12;77;7
4910193;233738;2019-12-09;237;7
6502126;1420612;2022-08-26;289;7
6774177;2533362;2024-04-02;264;7
5073210;298781;2024-01-14;250;7
5766737;256511;2021-05-13;84;7
3270171;480042;2022-01-30;148;7
2052782;1382732;2022-05-03;470;7
6265008;848152;2022-03-08;195;7
3269520;192310;2023-08-29;693;7
3520583;91810;2024-07-08;143;7
9254505;233738;2020-08-13;188;7
4572836;209802;2021-02-24;184;7
1853624;181166;2021-04-09;103;7
4572982;1480342;2022-06-15;552;7
586228;1866272;2022-11-17;138;7
7754063;723882;2020-06-04;155;7
2268268;717372;2021-05-03;256;7
5247167;925102;2020-12-14;812;7
4278865;256546;2021-07-06;245;7
3984679;1604172;2021-04-05;91;7
7739924;349752;2020-04-02;110;7
468420;2141372;2024-08-04;236;7
7524860;267992;2023-05-04;144;7
3582229;925102;2024-08-12;187;7
3918247;303634;2019-05-21;209;7
6168871;1283812;2024-01-05;329;7
1436341;542912;2020-09-11;276;7
1757802;232962;2020-10-01;221;7
5506657;269452;2023-08-25;98;7
4050092;1851932;2021-07-10;422;7
675808;267992;2020-06-10;368;7
537890;267992;2021-10-04;220;7
7956183;267992;2021-12-14;100;7
7337882;1866272;2022-07-15;326;7
6388030;327305;2024-01-21;106;7
2462136;1015592;2020-10-27;379;7
9411748;609442;2020-04-17;180;7
3708060;463422;2020-06-29;104;7
6256423;223262;2020-08-18;353;7
7614441;504012;2020-09-13;486;7
7628093;63398;2023-09-21;318;7
6627649;267992;2023-10-18;199;7
2018872;2754155;2023-02-05;138;7
8099572;2768502;2023-04-22;337;7
6084545;358231;2019-11-29;179;7
6297008;361184;2019-11-03;693;7
3939063;99802;2024-07-21;406;7
6276833;2378522;2024-07-12;513;7
7870367;137994;2022-08-08;100;7
4289296;2174932;2023-11-23;156;7
4068538;267992;2021-09-10;61;7
2892091;256511;2020-07-09;198;7
8532313;267992;2022-09-29;90;7
3590375;256546;2020-06-22;726;7
5404875;925292;2020-11-27;36;7
4080985;480042;2023-12-08;214;7
3237290;360476;2019-10-29;125;7
2649993;214202;2023-04-27;127;7
5247035;64362;2019-04-25;176;7
9712546;273256;2019-09-10;147;7
3728521;350119;2019-08-05;134;7
50087;214202;2021-03-10;177;7
4670842;300411;2020-05-13;596;7
3656231;220830;2022-09-20;183;7
1049324;1928842;2021-08-15;160;7
2953498;542912;2023-08-11;138;7
7169671;925292;2022-01-14;127;7
3605203;2015532;2023-05-30;227;7
2932474;717372;2023-07-06;206;7
7634317;318446;2020-05-15;157;7
918493;230462;2024-06-24;240;7
4480646;447742;2020-01-24;136;7
6971697;271078;2020-07-31;290;7
3252452;327184;2020-01-06;114;7
4164105;267992;2022-05-10;216;7
1354937;209802;2022-03-01;104;7
3421346;2767423;2023-09-02;238;7
1873822;232962;2020-11-07;178;7
58669;473392;2020-12-28;90;7
4240869;717372;2024-06-13;120;7
571285;353169;2022-09-08;385;7
9157875;324064;2021-06-29;205;7
995939;723272;2020-06-01;235;7
3263734;445262;2020-04-09;38;7
5613393;1468972;2021-11-28;91;7
5307689;2846813;2024-05-21;312;7
6069974;172418;2020-05-15;332;7
1453166;928612;2021-07-15;282;7
9671635;403792;2019-12-22;118;7
7802192;64362;2023-07-25;158;7
5341542;214202;2020-05-25;109;7
2907572;2831631;2024-02-05;64;7
7605792;919902;2020-11-27;170;7
2972828;220830;2022-08-23;248;7
266778;233738;2020-05-17;246;7
8108973;1683272;2021-05-29;462;7
9660757;2779343;2023-11-20;174;7
8734374;256830;2024-03-03;110;7
2032691;2763967;2023-03-27;293;7
9276792;224318;2020-01-21;65;7
8197853;325302;2020-01-16;149;7
1031722;256511;2021-02-11;144;7
542837;233738;2023-05-06;268;7
2187536;925292;2024-07-26;154;7
7116812;533502;2020-04-30;302;7
34327;320753;2021-03-22;203;7
8929396;267992;2021-11-10;248;7
9141525;297105;2020-09-29;233;7
7135534;267992;2022-06-27;140;7
6554418;2206872;2021-12-17;122;7
7336182;321152;2019-01-27;243;7
4775906;2004372;2021-09-21;138;7
188406;187722;2020-07-06;342;7
421611;320753;2021-01-29;198;7
6015049;230462;2022-09-19;241;7
2423511;2840745;2024-03-13;148;7
8840429;2855076;2024-06-22;19;7
5161893;2565132;2022-07-31;139;7
6321290;329416;2023-01-18;161;7
1167415;267992;2024-07-08;335;7
3773998;2777731;2023-07-09;414;7
1416116;220830;2022-12-15;117;7
2872965;2823750;2024-04-13;301;7
5227418;232962;2021-03-31;472;7
5140246;348388;2019-07-01;92;7
7007898;542912;2021-06-06;353;7
1575256;318675;2020-06-17;239;7
9252177;298781;2022-04-27;415;7
5666814;1697612;2023-01-31;98;7
8984752;267992;2024-04-07;189;7
2128609;358466;2020-06-02;197;7
9327576;214202;2020-01-28;283;7
9924842;137994;2021-08-04;154;7
3094198;214202;2021-08-01;433;7
7597752;1739432;2021-05-26;664;7
1322820;1323682;2021-11-23;245;7
754725;244510;2023-01-26;83;7
1484042;2777977;2023-10-02;151;7
2781815;352892;2020-06-27;312;7
6310675;181166;2020-06-11;166;7
9348477;206458;2020-02-28;103;7
4657975;919902;2022-07-29;200;7
9248631;925102;2024-05-05;108;7
4953962;224062;2023-02-27;68;7
966414;1525082;2021-03-15;271;7
2740346;888062;2021-07-02;567;7
4264170;717372;2020-12-27;172;7
3814273;300411;2020-10-11;202;7
4709759;192310;2022-05-23;127;7
1698172;192310;2020-01-15;264;7
467769;244510;2021-04-09;270;7
6054047;717372;2023-07-29;162;7
4888215;64362;2024-06-25;179;7
6999998;224318;2020-08-08;219;7
7464767;267992;2020-08-11;345;7
4757980;267992;2021-11-08;143;7
7913750;2156002;2022-11-20;160;7
6228361;224318;2023-02-07;233;7
6937739;137994;2019-12-02;78;7
8455043;345222;2019-07-02;474;7
2830262;958862;2021-03-23;61;7
5972690;1792782;2021-07-17;418;7
845495;1100632;2022-03-15;210;7
8932758;1741142;2021-05-26;177;7
8266097;2103542;2023-04-01;287;7
9192149;267992;2022-11-21;152;7
5941257;328243;2019-01-20;65;7
9473340;141714;2019-11-05;149;7
2518390;358466;2022-01-11;171;7
3041706;2777977;2023-10-02;114;7
1064122;480042;2021-03-08;198;7
5781010;359503;2021-01-06;157;7
2753222;1772282;2022-11-15;128;7
7892467;2646992;2023-01-09;157;7
6812781;64362;2023-07-02;150;7
989382;2774457;2023-05-25;186;7
7803989;209802;2020-01-28;166;7
9330159;928222;2021-06-01;89;7
7520986;353709;2020-08-26;260;7
2768344;2670122;2022-10-05;260;7
8385691;181166;2021-05-30;228;7
4588035;480042;2023-08-06;130;7
2569644;2752184;2024-03-14;641;7
4876563;345222;2019-08-27;358;7
5561023;232962;2020-10-01;223;7
38084;244510;2021-08-11;235;7
7690259;542912;2020-11-09;159;7
1075917;271078;2021-11-29;320;7
5714301;2810039;2023-11-06;18;7
5970536;329416;2023-05-10;237;7
4201530;214202;2022-08-09;346;7
7562953;214202;2022-10-03;233;7
4062669;72654;2022-07-04;200;7
887018;358604;2020-08-26;348;7
4997439;267992;2021-11-18;343;7
1575165;267992;2022-04-06;171;7
1500052;436912;2020-01-16;178;7
5333223;353709;2023-02-23;411;7
3794517;899842;2024-06-23;394;7
6601635;2376222;2022-03-11;204;7
3532582;204782;2019-07-29;95;7
9414516;2649862;2024-02-27;64;7
2741825;717372;2020-12-27;87;7
4331245;192310;2020-01-21;1381;7
4598652;717372;2022-10-26;271;7
4992247;1424832;2021-02-04;203;7
6633427;524022;2021-10-15;112;7
866202;141714;2019-09-09;211;7
5871293;81002;2019-11-15;563;7
8522189;1640852;2022-06-26;138;7
5131308;1695092;2023-01-13;105;7
269276;1274392;2021-12-17;202;7
6699316;319235;2024-01-11;400;7
4916519;2781505;2024-07-09;322;7
4479722;316769;2020-10-04;199;7
872356;759522;2021-01-07;168;7
8187170;224062;2022-10-08;95;7
419075;2776173;2024-02-07;305;7
5261401;221578;2019-10-27;245;7
5283064;244510;2021-05-31;399;7
3312177;906322;2020-09-04;494;7
7474406;482522;2020-11-27;349;7
4003479;220830;2022-09-04;99;7
8290508;542912;2023-04-16;161;7
3107078;267992;2023-08-22;206;7
5812573;1193772;2024-06-01;354;7
2902635;232962;2020-11-07;224;7
7527388;267992;2019-03-15;370;7
2988388;332288;2024-06-02;388;7
8634131;358466;2021-11-05;126;7
7356393;542912;2022-11-07;245;7
4943694;717372;2024-07-30;105;7
2872224;363136;2021-11-29;100;7
7495135;2779343;2023-11-20;108;7
2344116;64362;2021-02-25;120;7
7201483;257685;2019-03-27;194;7
1051784;327647;2019-05-07;203;7
2281970;345202;2019-07-01;132;7
4166991;224318;2020-04-24;674;7
7469038;1127972;2020-11-05;99;7
6557918;137994;2022-02-21;213;7
4370059;220830;2023-02-01;100;7
4397364;2861280;2024-05-30;129;7
5111342;480042;2023-06-06;253;7
9905207;2413432;2023-03-02;281;7
2988905;137994;2019-11-29;33;7
2180915;206458;2019-06-12;155;7
1672699;2217882;2022-05-03;125;7
1696288;214202;2021-03-10;175;7
1779406;232962;2022-07-13;232;7
4999432;1885762;2022-09-07;99;7
7446577;267992;2022-03-14;80;7
7501673;1866272;2024-07-04;264;7
2812151;2873073;2024-06-30;116;7
4796261;848152;2022-07-12;258;7
3147126;315639;2019-06-26;188;7
6561605;281204;2022-08-14;339;7
6305392;318675;2021-11-28;149;7
3987202;2777977;2024-04-22;151;7
5693000;273872;2021-02-21;78;7
3899574;925102;2021-09-07;456;7
8794817;220830;2022-09-04;113;7
8035349;542912;2023-06-11;153;7
6159373;267992;2023-01-18;304;7
3003513;266933;2019-06-03;265;7
4006390;2827426;2024-01-20;654;7
3274076;542912;2020-04-06;118;7
6838283;192310;2020-08-17;275;7
3384536;1203422;2020-11-27;110;7
9104400;2221552;2022-08-15;222;7
1075367;267992;2023-06-16;69;7
2915976;214202;2022-12-01;469;7
8759576;320753;2020-09-14;438;7
5395417;166330;2022-12-27;278;7
1280490;269452;2023-08-25;95;7
5980856;2855076;2024-05-23;92;7
8695607;1157422;2021-04-19;116;7
8711007;205502;2021-08-03;181;7
2442727;325050;2020-02-18;308;7
319941;303634;2023-04-24;247;7
712509;64362;2019-04-25;189;7
287695;266933;2019-05-07;180;7
3606295;717372;2022-03-20;298;7
3991641;142134;2023-11-24;205;7
6822613;269452;2023-08-25;143;7
3513691;329416;2022-08-11;310;7
397969;359503;2022-09-23;99;7
7529687;542912;2023-04-16;176;7
2553808;353709;2024-05-14;216;7
3781816;1394632;2022-01-27;206;7
3472618;2752184;2023-03-14;800;7
5876208;276101;2020-04-17;341;7
6855857;220830;2021-11-09;467;7
4691843;267992;2024-06-03;110;7
1213062;160082;2019-10-08;256;7
5644452;137994;2021-04-15;225;7
6894918;64362;2020-01-24;189;7
6266454;267992;2022-08-13;83;7
4429430;181166;2021-01-31;201;7
6632067;2467182;2022-04-27;321;7
4925274;480042;2022-11-06;168;7
146992;201138;2022-12-18;189;7
1869676;181254;2019-11-04;127;7
9851300;1907032;2022-02-20;170;7
890990;124662;2020-08-28;92;7
6447585;204782;2020-12-19;28;7
6336660;224062;2023-11-01;84;7
9872445;267992;2022-11-21;150;7
7199750;267992;2024-01-31;137;7
608440;2854334;2024-05-27;182;7
559647;2221552;2023-04-03;67;7
9871718;2776173;2024-08-06;288;7
1417455;244510;2023-03-16;425;7
4092764;230462;2024-02-08;317;7
6822254;733732;2023-06-13;444;7
5452751;181166;2021-07-20;196;7
3318971;928222;2020-09-23;86;7
3034580;241826;2022-07-06;203;7
7073965;220830;2022-11-21;124;7
9324663;271078;2023-04-06;356;7
1518172;359503;2023-09-04;145;7
2667249;2805221;2023-10-23;230;7
4716610;214202;2024-01-03;278;7
814925;234390;2023-10-11;101;7
4869292;892312;2020-09-16;996;7
1867575;244510;2024-07-25;222;7
3335939;455882;2020-01-29;49;7
2761871;919902;2020-08-13;133;7
2900373;542912;2021-08-12;371;7
7029460;1743642;2022-11-30;125;7
803492;64362;2024-07-25;221;7
557431;258353;2020-04-18;1005;7
267355;267992;2022-02-09;75;7
2016180;220830;2023-03-21;120;7
979997;2816921;2024-02-04;95;7
5480677;1991022;2021-09-13;167;7
7058693;353709;2019-11-21;185;7
6311241;717372;2020-09-14;212;7
8314348;269452;2022-01-01;301;7
7218474;680502;2022-01-17;140;7
7973888;1258902;2021-12-20;253;7
4504376;2792986;2023-08-28;303;7
3823650;1987002;2024-08-04;211;7
4134074;321152;2022-05-04;171;7
6670742;244510;2020-03-19;300;7
1543470;358466;2021-11-05;122;7
734153;244510;2020-08-04;118;7
9609124;717372;2023-10-24;175;7
3247749;233738;2020-07-07;213;7
7721307;181166;2021-01-11;263;7
737001;327685;2023-01-29;292;7
7897280;360762;2019-12-10;151;7
1504490;205502;2022-08-22;156;7
6653127;192310;2021-06-17;325;7
2895124;192310;2023-10-06;143;7
4697249;269452;2024-01-19;926;7
4652765;166330;2022-12-27;292;7
468512;845162;2021-01-18;233;7
4713861;565462;2020-03-29;213;7
232303;1697612;2024-04-28;232;7
2552396;925102;2023-10-11;181;7
6877338;344175;2023-11-25;103;7
6728049;64362;2019-04-25;199;7
191297;329278;2019-02-02;320;7
2927721;320753;2021-06-29;259;7
5721492;717372;2020-09-14;271;7
4786083;445262;2020-11-09;519;7
4833612;2798339;2023-09-21;314;7
6114117;276101;2023-07-08;134;7
2047907;201138;2022-12-18;209;7
2415137;2827803;2024-01-22;351;7
6159305;269452;2023-08-25;129;7
4241302;1928842;2022-03-14;159;7
2369836;271078;2022-10-28;365;7
3756690;1148942;2020-11-13;230;7
2584799;232962;2022-07-13;238;7
6324571;267992;2023-12-20;169;7
2956969;2816921;2024-03-14;166;7
5278804;717372;2022-08-12;250;7
6149539;64362;2019-02-28;117;7
8550068;258353;2019-08-13;139;7
4075080;353169;2022-09-08;440;7
6809893;735432;2022-01-10;80;7
8874283;2566752;2022-11-23;177;7
967032;717372;2023-11-09;158;7
1650979;256830;2020-10-17;80;7
5117201;542912;2023-07-20;204;7
4683707;2779343;2023-12-04;275;7
9181529;220830;2022-11-21;132;7
7945858;181166;2024-03-16;93;7
3588938;2742101;2024-08-12;553;7
488886;273921;2019-01-24;169;7
5239659;255358;2019-01-16;270;7
4405872;244510;2020-06-07;284;7
5731058;320753;2021-05-13;85;7
8164240;137994;2023-07-17;115;7
9213201;140218;2023-08-19;779;7
8243961;209802;2020-06-02;199;7
1338878;2816921;2024-01-18;177;7
7446868;266933;2020-06-06;184;7
4331599;271450;2022-12-10;137;7
6708214;233738;2024-01-19;352;7
9393445;925102;2021-08-29;211;7
6508922;584062;2020-06-23;161;7
9048864;344175;2022-04-29;120;7
7274743;209802;2023-11-26;165;7
7807576;223262;2019-02-28;690;7
6947154;1480602;2019-05-18;406;7
3677710;324064;2022-05-26;87;7
5914581;2864135;2024-06-10;465;7
7248017;317097;2022-10-20;166;7
3235738;733732;2021-01-26;611;7
6737370;244510;2020-10-16;141;7
9560532;181166;2020-08-11;130;7
7560780;2779580;2023-11-06;448;7
8157649;232962;2023-11-23;290;7
1579920;64362;2019-05-24;225;7
6217661;46312;2022-09-19;244;7
7719517;194338;2020-04-27;249;7
3690407;224062;2021-10-26;96;7
3742634;256511;2021-01-07;223;7
7048973;220830;2022-05-29;326;7
8662947;181166;2021-07-20;154;7
5513330;273872;2022-06-23;675;7
5170299;542912;2023-02-05;204;7
7218026;256830;2023-07-27;207;7
3675943;353709;2019-09-04;179;7
3477336;237958;2021-07-07;216;7
7217614;733732;2021-03-03;163;7
4768178;358466;2020-07-12;143;7
840145;256511;2022-08-01;137;7
4411414;565462;2020-03-29;212;7
1798094;480042;2021-04-03;139;7
5880464;480042;2020-07-23;128;7
7533998;276101;2020-10-24;347;7
3197104;267992;2022-01-23;148;7
5950767;580902;2020-08-20;351;7
6910844;233738;2022-03-27;146;7
6967192;267992;2023-05-17;91;7
8280268;220830;2023-05-20;144;7
1896068;317097;2022-10-11;213;7
4407368;244510;2023-10-24;235;7
6395649;168926;2019-03-26;218;7
3127651;614212;2020-04-20;96;7
8046410;542912;2020-06-24;180;7
1207382;140218;2024-07-22;314;7
615457;267992;2022-06-27;166;7
5706990;622862;2021-01-21;421;7
6386368;2221552;2022-03-22;232;7
1514188;925292;2022-10-30;158;7
9631776;359503;2021-12-15;115;7
2779807;267992;2023-05-17;128;7
2969121;140218;2023-11-07;255;7
8834723;267992;2019-03-15;336;7
2889325;363300;2019-08-24;344;7
4438065;1323682;2021-06-21;465;7
8913754;341064;2023-02-26;22;7
2273075;480042;2021-12-08;210;7
6887974;267992;2021-08-25;269;7
2605927;925292;2020-10-09;77;7
2750380;267992;2023-05-17;114;7
5748499;327647;2019-05-07;194;7
7960460;1792782;2021-06-17;280;7
2371199;542912;2020-03-18;85;7
9482392;318086;2020-06-01;154;7
7992081;455002;2020-01-28;370;7
4165425;273256;2021-11-29;856;7
7557270;298781;2021-12-30;285;7
413845;46312;2024-05-30;273;7
6930116;269452;2023-08-01;336;7
3032916;2156002;2022-07-15;157;7
7036145;2803255;2024-01-16;310;7
2605735;266933;2019-05-07;102;7
9909842;271473;2021-12-25;387;7
6508959;973632;2022-10-24;275;7
1499647;566302;2020-04-17;205;7
1883453;318086;2021-10-25;130;7
3083210;181166;2020-10-26;217;7
488097;542912;2023-07-20;284;7
9516200;267992;2024-07-17;134;7
5574638;1437002;2024-04-02;487;7
8076738;1394632;2022-01-27;207;7
3530070;360762;2020-03-21;113;7
7034979;349380;2020-10-11;104;7
867391;237958;2020-01-31;165;7
2180071;230462;2024-06-24;283;7
9507726;181166;2020-09-14;211;7
1416393;209802;2022-05-16;194;7
2806449;919902;2020-08-24;184;7
5051003;204782;2023-10-10;12;7
3860596;141714;2019-11-18;203;7
2178712;205502;2020-08-06;159;7
8572135;214202;2021-11-16;249;7
778231;717372;2021-07-03;206;7
6049676;318086;2024-02-23;216;7
2715632;734602;2024-04-18;139;7
8827286;267992;2021-08-02;232;7
3389559;220830;2022-10-24;163;7
823849;327647;2020-04-06;109;7
4181184;327184;2020-03-15;111;7
3400371;267992;2024-01-25;341;7
1194558;220830;2023-08-19;81;7
1574112;241826;2023-04-05;122;7
2745662;2015532;2022-03-23;269;7
8277433;64362;2021-05-25;171;7
6249279;340369;2022-04-09;77;7
2481839;209802;2019-11-13;115;7
2271337;267215;2020-11-30;12;7
9395700;542912;2020-03-18;86;7
9893619;1274392;2023-09-12;268;7
2136725;845162;2020-10-18;188;7
759553;181166;2021-06-01;287;7
8313317;181166;2021-07-20;154;7
1310409;256830;2022-01-05;144;7
3385896;482522;2020-09-23;464;7
9711378;303634;2022-12-28;487;7
2693354;64362;2020-03-28;202;7
9000586;267992;2021-08-12;331;7
6404100;181166;2022-09-19;407;7
3450311;324064;2021-06-29;177;7
4922494;256546;2020-03-24;53;7
4140782;529192;2020-09-02;20;7
6786722;118326;2020-03-15;271;7
9750183;2206872;2022-06-18;418;7
4594867;220830;2023-01-08;110;7
8390257;1953822;2024-03-13;380;7
7997721;2238842;2023-09-06;568;7
3990406;328316;2023-02-16;300;7
4971026;327305;2023-02-16;247;7
8433306;227318;2023-12-04;338;7
3092934;320753;2021-07-20;182;7
7126072;358604;2020-08-26;330;7
484851;281354;2020-07-22;173;7
3578900;1033972;2020-11-05;95;7
9734679;271450;2024-04-26;222;7
1293267;2801605;2024-07-18;273;7
2147399;317097;2023-09-30;303;7
6325446;283918;2020-10-09;441;7
2861205;1462282;2021-02-18;62;7
7114446;256830;2022-03-31;82;7
7926380;267992;2022-02-09;173;7
6245078;269339;2022-04-04;297;7
5146417;2779343;2024-04-06;204;7
9597314;429642;2021-07-07;919;7
2557190;160082;2019-02-28;11;7
481925;294307;2019-09-10;160;7
5101466;137994;2022-07-31;151;7
401763;1892922;2021-11-12;448;7
3921139;252718;2020-10-27;220;7
7508767;2799451;2023-09-25;356;7
9062384;2015532;2022-04-12;155;7
7113595;141714;2019-04-02;166;7
1103271;1274392;2021-11-15;84;7
7652968;231214;2022-03-21;194;7
8615225;137994;2022-11-04;119;7
1078480;2777977;2023-08-07;196;7
8804108;980722;2023-03-15;428;7
2315411;731482;2020-06-01;117;7
9719986;256830;2020-10-28;84;7
506844;317833;2021-06-21;574;7
1229860;2655322;2022-09-16;286;7
1320999;355510;2022-01-04;74;7
9040234;46312;2021-05-11;112;7
5555053;64362;2023-06-28;138;7
6560401;1735602;2021-05-25;147;7
6126043;560462;2020-05-12;900;7
2127920;137994;2022-10-13;216;7
4984612;267215;2022-11-15;199;7
346588;480042;2021-12-08;169;7
6079276;353709;2020-08-26;179;7
6887;795192;2020-07-26;149;7
3625337;2861280;2024-05-30;171;7
7524730;2697982;2023-07-02;192;7
7408457;326261;2019-01-14;57;7
5580324;131298;2023-02-20;336;7
2051578;267992;2022-05-23;143;7
3702692;256830;2022-01-05;86;7
8171761;630972;2020-04-25;30;7
1953952;1737022;2021-05-26;171;7
3552030;329416;2023-04-19;442;7
9062057;267992;2023-03-14;297;7
183986;2805221;2023-10-18;327;7
2470671;266933;2019-03-24;145;7
7460857;266933;2020-06-06;150;7
732816;355893;2020-09-23;312;7
7831542;1015592;2021-01-07;526;7
9037146;237958;2021-07-07;255;7
4320620;181166;2021-09-07;196;7
2385958;1322402;2021-09-26;323;7
1851064;1144312;2020-11-16;29;7
7731826;224062;2022-09-02;93;7
1589711;267992;2024-02-27;171;7
8477754;63398;2023-09-21;324;7
8225899;733732;2021-12-18;90;7
4576499;542912;2022-03-29;217;7
6452653;542912;2021-06-29;312;7
7305455;160082;2021-07-04;372;7
8713776;267215;2021-07-03;201;7
6890405;322435;2021-08-13;422;7
6768921;1323682;2021-11-23;235;7
5386630;2174932;2023-11-23;121;7
7918379;899842;2022-05-26;187;7
396007;209802;2023-04-08;179;7
3553195;118326;2024-03-27;223;7
3794077;318086;2021-08-02;274;7
21961;356988;2023-05-12;153;7
587389;224062;2022-10-08;96;7
5457863;232962;2021-09-01;188;7
6289968;205502;2022-07-29;202;7
3064576;2750549;2023-03-15;341;7
1695164;267992;2020-09-27;222;7
6634356;642512;2020-04-30;101;7
4208209;267992;2023-10-18;220;7
4604539;321107;2023-02-28;871;7
3218528;237958;2019-01-23;275;7
7954523;137994;2019-05-29;94;7
1799451;221578;2019-10-27;237;7
7225079;2820705;2023-12-21;193;7
1242342;1619112;2021-04-12;63;7
7640578;1092212;2020-10-26;124;7
7015240;88042;2023-08-28;226;7
5394773;805182;2020-07-28;182;7
1354719;267992;2023-09-27;135;7
6541850;2221552;2023-04-03;154;7
6823345;341446;2020-07-31;214;7
4127161;322435;2021-10-29;494;7
8561571;542912;2021-12-19;181;7
6121504;2178362;2021-12-01;341;7
9493952;181166;2022-02-23;286;7
966509;327647;2020-04-06;154;7
8170490;355510;2020-06-07;89;7
4008782;224318;2021-10-18;492;7
1244406;256511;2023-06-27;95;7
7257121;2776491;2023-07-27;249;7
8683274;393632;2021-10-08;72;7
7137975;137994;2022-08-22;143;7
642481;256025;2023-05-31;209;7
7960382;137994;2023-08-17;548;7
3714988;480042;2022-07-09;241;7
4732439;480042;2021-01-05;91;7
1192318;209802;2024-05-05;104;7
8015845;429642;2020-01-12;188;7
1811393;141714;2019-04-02;129;7
290429;327184;2019-11-15;145;7
4109133;320753;2021-05-13;120;7
8235268;576772;2020-05-17;160;7
8820142;256546;2021-01-16;671;7
9101035;256830;2022-06-24;112;7
9152969;1907032;2021-09-25;149;7
2781804;976932;2022-06-17;186;7
9870497;542912;2023-01-02;165;7
9704858;2830012;2024-07-15;159;7
6325773;237958;2019-11-19;107;7
6807662;206458;2019-06-12;141;7
5911661;2428632;2023-02-24;253;7
6600104;209802;2022-07-21;501;7
4475098;181166;2021-01-04;176;7
6012202;542912;2023-06-24;138;7
9303836;2795695;2023-10-23;87;7
7894854;214202;2021-10-27;219;7
5561971;328316;2019-07-25;134;7
5999764;320753;2021-04-07;207;7
7122114;358466;2022-08-11;132;7
8416335;266347;2021-08-20;303;7
3320910;205502;2020-12-15;191;7
4786891;1453852;2022-04-06;121;7
8405970;480042;2022-05-27;250;7
2707828;620832;2020-05-10;98;7
7689829;349477;2023-11-27;151;7
752059;1866272;2023-01-23;181;7
1443874;241826;2023-10-04;282;7
9936465;2763967;2023-09-06;345;7
970759;332288;2020-04-02;227;7
440574;1092212;2020-10-26;153;7
8473359;344175;2020-03-25;212;7
6101729;1907032;2024-07-15;69;7
9163189;267992;2024-06-12;98;7
3478703;318675;2022-03-03;81;7
605887;1437002;2024-07-04;379;7
3991014;137994;2020-10-06;109;7
9590195;358466;2020-11-05;116;7
7330314;2326052;2022-02-15;233;7
2094422;1187352;2021-01-25;156;7
3715658;925292;2021-10-25;163;7
4371046;267992;2023-12-01;185;7
6712500;938652;2024-07-06;127;7
3830127;120506;2023-12-18;354;7
433571;165114;2019-11-10;131;7
7690695;267992;2019-06-03;170;7
1701759;992142;2024-02-11;161;7
5259618;542912;2022-05-16;190;7
2474493;2174932;2022-10-26;88;7
3669616;480042;2021-04-03;137;7
1744111;267992;2020-04-12;226;7
4759904;2801585;2023-10-04;95;7
7936126;271078;2023-10-17;576;7
9664259;614212;2020-04-20;179;7
5921358;267215;2022-11-15;128;7
8995064;267992;2021-11-10;249;7
8282830;355510;2022-05-11;105;7
1691767;2015532;2024-07-01;310;7
1591600;221578;2019-07-28;186;7
